0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42
59.166.0.2,149.171.126.5,23.296978,1052,824,31,29,2,2,316.26419100000004,254.79699700000003,8,10,255,255,3240525783,1092062010,132,82,0,0,277694.9433,7313.3815,1421927420,1421927443,3328.060143,2588.4915,0.0006799999999999999,0.0005480000000000001,0.000132,0,0,0,0,0,6,6,11,7,6,1,1,1
59.166.0.0,149.171.126.6,0.0011300000000000001,146,178,31,29,0,0,516814.1563,630088.5,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421927443,1421927443,0.011000000000000001,0.008,0.0,0.0,0.0,0,0,0,0,0,7,3,8,5,1,1,1,1
59.166.0.4,149.171.126.6,0.07696599999999999,1540,1644,31,29,4,4,150092.25,161421.9219,16,18,255,255,2266398040,175360532,96,91,0,0,321.607256,7.00245,1421927443,1421927443,5.1072,3.675353,0.015285,0.014481,0.0008039999999999999,0,0,0,0,0,3,3,8,5,3,1,3,1
59.166.0.5,149.171.126.9,0.004543,568,304,31,29,0,0,750165.125,401496.8125,4,4,0,0,0,0,142,76,0,0,1.711436,1.413035,1421927443,1421927443,1.218667,1.007667,0.0,0.0,0.0,0,0,0,0,0,2,2,5,5,1,1,2,1
59.166.0.7,149.171.126.5,1.542397,1052,824,31,29,2,2,4776.97998,3848.555176,8,10,255,255,3431429508,3432518453,132,82,0,0,17195.99066,484.031187,1421927442,1421927443,220.28057599999997,171.316219,0.000697,0.000543,0.000154,0,0,0,0,0,4,6,11,5,4,1,2,1
59.166.0.8,149.171.126.6,3.3697980000000003,1034,824,31,29,2,2,2148.496826,1761.529907,8,10,255,255,266043761,267118916,129,82,0,0,37415.68958,985.545,1421927440,1421927443,481.102411,374.36256299999997,0.000674,0.0005269999999999999,0.000147,0,0,0,0,0,5,4,8,5,5,1,2,1
59.166.0.5,149.171.126.4,16.867229000000002,1052,824,31,29,2,2,436.82336399999997,351.925018,8,10,255,255,2841366051,697104677,132,82,0,0,200049.585,5299.213000000001,1421927426,1421927443,2409.5445,1874.0715,0.000714,0.000572,0.00014199999999999998,0,0,0,0,0,3,3,3,5,3,1,1,1
59.166.0.2,149.171.126.7,6.700933999999999,1052,824,31,29,2,2,1099.548218,885.8466800000001,8,10,255,255,313527832,2464233551,132,82,0,0,79478.46048,2097.65,1421927436,1421927443,957.094536,744.485688,0.000713,0.000556,0.000157,0,0,0,0,0,6,4,4,7,6,1,2,1
59.166.0.3,149.171.126.3,15.715036999999999,1052,824,31,29,2,2,468.85031100000003,377.72738599999997,8,10,255,255,1415977235,1417017768,132,82,0,0,187700.2017,4937.5425,1421927428,1421927443,2244.854214,1746.0545,0.000684,0.000542,0.00014199999999999998,0,0,0,0,0,4,1,1,6,4,1,1,1
59.166.0.5,149.171.126.0,11.88349,1052,824,31,29,2,2,620.019897,499.516571,8,10,255,255,1488495036,3639205733,132,82,0,0,141470.8581,3725.744,1421927431,1421927443,1697.57675,1320.328625,0.000666,0.0005269999999999999,0.000139,0,0,0,0,0,3,6,9,5,3,1,1,1
59.166.0.9,149.171.126.1,12.394734,1052,824,31,29,2,2,594.445984,478.913055,8,10,255,255,1188493536,1189704778,132,82,0,0,147409.2728,3886.695,1421927431,1421927443,1770.58025,1377.134,0.000665,0.0005200000000000001,0.000145,0,0,0,0,0,3,3,3,4,3,1,2,1
59.166.0.6,149.171.126.5,11.651845,1052,824,31,29,2,2,632.346191,509.447205,8,10,255,255,3813880384,1669596641,132,82,0,0,138995.7628,3660.665,1421927432,1421927443,1664.472607,1294.58775,0.000699,0.00055,0.000149,0,0,0,0,0,4,6,11,4,4,1,1,1
59.166.0.0,149.171.126.0,14.255907,1052,824,31,29,2,2,516.838379,416.388794,8,10,255,255,168494131,169637783,132,82,0,0,168053.2869,4477.9385,1421927429,1421927443,2036.389357,1583.9285,0.0006900000000000001,0.000545,0.000145,0,0,0,0,0,6,8,16,7,6,1,1,1
59.166.0.2,149.171.126.0,0.05101,1540,1644,31,29,4,4,226465.3906,243560.0781,16,18,255,255,2458919449,2226878181,96,91,0,0,210.24043799999998,5.755138,1421927443,1421927443,3.324667,2.9401770000000003,0.001217,0.001026,0.00019099999999999998,0,0,0,0,0,9,12,16,7,5,1,5,1
59.166.0.4,149.171.126.6,0.174755,1052,824,31,29,2,2,42161.88281,33967.55469,8,10,255,255,2066043100,4212522091,132,82,1,83,1555.188601,44.913004,1421927443,1421927443,24.809142,19.354666,0.0007030000000000001,0.0005549999999999999,0.000148,0,0,1,0,0,5,6,7,8,5,1,3,1
59.166.0.7,149.171.126.5,0.039511000000000004,1540,1644,31,29,4,4,292374.2813,314444.0938,16,18,255,255,3431433318,70124541,96,91,0,0,164.891579,4.207598,1421927443,1421927443,2.611933,2.263059,0.001139,0.001038,0.000101,0,0,0,0,0,8,8,10,9,4,1,4,1
59.166.0.7,149.171.126.5,0.044479000000000005,1540,1644,31,29,4,4,259718.0625,279322.8125,16,18,255,255,1286045993,2218141379,96,91,0,0,172.30958700000002,4.686937,1421927443,1421927443,2.939333,2.339,0.005458,0.004715,0.000743,0,0,0,0,0,8,8,10,9,4,1,4,1
59.166.0.9,149.171.126.0,0.060936000000000004,1540,1644,31,29,4,4,189575.9531,203886.0469,16,18,255,255,4198917838,89927250,96,91,0,0,260.014142,8.071064999999999,1421927443,1421927443,3.982267,3.557471,0.000725,0.000452,0.000273,0,0,0,0,0,4,12,16,6,4,1,5,1
59.166.0.9,149.171.126.0,0.060467999999999994,1540,1644,31,29,4,4,191043.2031,205464.0469,16,18,255,255,2053533253,2237628129,96,91,0,0,256.991765,7.709741999999999,1421927443,1421927443,4.001133,3.5232940000000004,0.0009220000000000001,0.000563,0.000359,0,0,0,0,0,4,12,16,6,4,1,5,1
59.166.0.3,149.171.126.7,23.027060000000002,1052,824,31,29,2,2,319.971375,257.783661,8,10,255,255,3596333523,1452017516,132,82,0,0,270392.7567,7105.8055,1421927420,1421927443,3275.290286,2558.501,0.000675,0.000538,0.00013700000000000002,0,0,0,0,0,9,3,4,10,8,1,2,1
59.166.0.2,149.171.126.3,25.474094,1052,824,31,29,2,2,289.23501600000003,233.021042,8,10,255,255,4183814172,2039528633,132,82,0,0,301716.6581,8002.4005,1421927418,1421927443,3638.7118570000002,2830.39,0.000726,0.000575,0.000151,0,0,0,0,0,2,4,6,7,2,1,1,1
59.166.0.3,149.171.126.4,25.376248999999998,1052,824,31,29,2,2,290.35025,233.919525,8,10,255,255,4123814247,1979526970,132,82,0,0,302589.8961,7964.8615,1421927418,1421927443,3624.858143,2819.5205,0.000718,0.000558,0.00016,0,0,0,0,0,9,4,5,10,8,1,2,1
59.166.0.5,149.171.126.2,29.268065999999997,1052,824,31,29,2,2,251.74194300000002,202.814896,8,10,255,255,1914245977,4060854914,132,82,0,0,349700.7664,9196.527,1421927414,1421927443,4181.063143,3251.9390000000003,0.0007740000000000001,0.000604,0.00016999999999999999,0,0,0,0,0,6,10,7,4,4,1,1,1
59.166.0.3,149.171.126.8,26.991115999999998,1052,824,31,29,2,2,272.978699,219.924225,8,10,255,255,1138430365,1139528319,132,82,0,0,319680.6054,8470.284,1421927416,1421927443,3855.7194289999998,2998.947,0.000742,0.000584,0.00015800000000000002,0,0,0,0,0,9,6,5,10,8,1,2,1
59.166.0.8,149.171.126.1,2.012737,1052,824,31,29,2,2,3660.686768,2949.217773,8,10,255,255,3195623742,1047152027,132,82,0,0,23926.44354,631.314438,1421927441,1421927443,287.378134,223.57689100000002,0.0006929999999999999,0.000537,0.000156,0,0,0,0,0,4,2,3,3,3,1,1,1
59.166.0.0,149.171.126.8,9.113057000000001,1052,824,31,29,2,2,808.510254,651.3730469999999,8,10,255,255,1081016298,1082089395,132,82,0,0,108770.9068,2862.297,1421927434,1421927443,1301.687964,1012.501125,0.000685,0.000542,0.000143,0,0,0,0,0,6,6,5,7,6,1,1,1
59.166.0.7,149.171.126.3,11.38493,1052,824,31,29,2,2,647.171326,521.390991,8,10,255,255,3938074693,3934936921,132,82,0,0,135260.1444,3569.34025,1421927432,1421927443,1626.326857,1264.933,0.000665,0.000528,0.00013700000000000002,0,0,0,0,0,4,4,6,9,4,1,4,1
59.166.0.5,149.171.126.9,13.468126999999999,1052,824,31,29,2,2,547.069397,440.744263,8,10,255,255,588493881,2735070504,132,82,0,0,159722.0702,4231.306,1421927430,1421927443,1923.949786,1496.395625,0.000737,0.0005610000000000001,0.000176,0,0,0,0,0,6,4,3,4,4,1,1,1
59.166.0.3,149.171.126.4,16.012999,1052,824,31,29,2,2,460.12619000000007,370.698853,8,10,255,255,1235979060,3382430571,132,82,0,0,189170.2003,5030.467000000001,1421927427,1421927443,2287.4190710000003,1779.1615,0.0006799999999999999,0.000539,0.00014099999999999998,0,0,0,0,0,9,4,5,10,8,1,2,1
59.166.0.1,149.171.126.5,0.141118,1540,1644,31,29,4,4,81860.57031,88039.79688,16,18,255,255,2268012211,138167915,96,91,0,0,841.7461,5.433112,1421927443,1421927443,9.375667,2.4642939999999998,0.100986,0.099224,0.0017620000000000001,0,0,0,0,0,3,8,10,8,2,1,3,1
59.166.0.9,149.171.126.0,0.047284,1540,1644,31,29,4,4,244310.9688,262752.7188,16,18,255,255,4198914907,2244545522,96,91,0,0,200.909854,4.08053,1421927443,1421927443,3.1296,2.180059,0.011936,0.010222,0.001714,0,0,0,0,0,4,12,16,6,4,1,5,1
59.166.0.1,149.171.126.4,24.033424,1052,824,31,29,2,2,306.573029,246.98934900000003,8,10,255,255,790945882,792014234,132,82,0,0,284093.4627,7551.6205,1421927419,1421927443,3433.288286,2670.3165,0.000712,0.0005650000000000001,0.000147,0,0,0,0,0,7,4,5,8,6,1,1,1
59.166.0.1,149.171.126.0,27.092768,1052,824,31,29,2,2,271.954498,219.09906,8,10,255,255,958428266,959471661,132,82,0,0,322899.4759,8505.957,1421927416,1421927443,3870.3162859999998,3010.2459999999996,0.000665,0.000544,0.000121,0,0,0,0,0,7,8,16,8,6,2,2,1
59.166.0.0,149.171.126.5,28.78933,1052,824,31,29,2,2,255.92816200000001,206.1875,8,10,255,255,2085914282,2086984013,132,82,0,0,343261.8686,9038.662,1421927414,1421927443,4112.567143,3198.74975,0.000731,0.000571,0.00016,0,0,0,0,0,6,4,10,7,6,1,2,1
59.166.0.0,149.171.126.2,1.7520099999999998,1052,824,31,29,2,2,4205.455566,3388.108643,8,10,255,255,3315624083,3316685535,132,82,0,0,19535.05558,549.666438,1421927441,1421927443,250.235429,194.611781,0.000628,0.000496,0.000132,0,0,0,0,0,6,10,7,7,6,1,2,1
59.166.0.5,149.171.126.6,5.0423230000000006,1052,824,31,29,2,2,1461.231201,1177.235107,8,10,255,255,1333534619,3484207504,132,82,0,0,59192.79187000001,1583.9535,1421927438,1421927443,720.277143,560.196875,0.0007030000000000001,0.000543,0.00016,0,0,0,0,0,6,6,7,4,4,1,2,1
59.166.0.0,149.171.126.3,0.015244,320,1826,31,29,1,2,140120.7031,838625.0625,6,8,255,255,2793881588,42463536,53,228,0,0,173.03270600000002,3.095377,1421927443,1421927443,2.8208,2.022857,0.002025,0.001076,0.000949,0,0,0,0,0,1,1,6,7,1,1,1,1
59.166.0.1,149.171.126.5,0.039414,1540,1644,31,29,4,4,293093.8125,315217.9375,16,18,255,255,2268013055,2286896308,96,91,0,0,155.870847,4.599347,1421927443,1421927443,2.6002,2.244412,0.002012,0.001258,0.000754,0,0,0,0,0,3,8,10,8,2,1,3,1
59.166.0.2,149.171.126.0,0.098104,1540,1644,31,29,4,4,117752.5859,126641.1172,16,18,255,255,2458917551,2192592466,96,91,0,0,556.107122,16.907891,1421927443,1421927443,6.4718,5.701176,0.0020210000000000002,0.001182,0.000839,0,0,0,0,0,9,12,16,7,5,1,5,1
59.166.0.4,149.171.126.6,0.086391,1540,1644,31,29,4,4,133717.625,143811.2656,16,18,255,255,121013309,2308456242,96,91,0,0,371.096043,10.918383,1421927443,1421927443,5.736934,5.020353,0.001245,0.001044,0.00020099999999999998,0,0,0,0,0,3,5,7,8,2,1,3,1
59.166.0.7,149.171.126.5,0.031747000000000004,1540,1644,31,29,4,4,363876.9063,391344.0938,16,18,255,255,1286044104,72636910,96,91,0,0,144.974285,3.348526,1421927443,1421927443,2.047133,1.8373529999999998,0.00064,0.0005110000000000001,0.000129,0,0,0,0,0,8,8,10,9,4,1,4,1
59.166.0.7,149.171.126.3,0.0011949999999999999,146,178,31,29,0,0,488702.9063,595815.875,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421927443,1421927443,0.012,0.03,0.0,0.0,0.0,0,0,0,0,0,1,1,6,9,1,1,4,1
59.166.0.4,149.171.126.0,19.05183,1052,824,31,29,2,2,386.73449700000003,311.571106,8,10,255,255,1523468486,1524630880,132,82,0,0,226093.0139,5986.259,1421927424,1421927443,2721.580786,2116.80925,0.000683,0.000538,0.000145,0,0,0,0,0,5,8,16,8,5,1,1,1
59.166.0.3,149.171.126.2,20.291468,1052,824,31,29,2,2,363.108276,292.536743,8,10,255,255,2893041425,2889950162,132,82,0,0,241769.2132,6368.1995,1421927423,1421927443,2898.695,2254.5475,0.000669,0.000531,0.000138,0,0,0,0,0,9,10,7,10,8,1,1,1
59.166.0.3,149.171.126.8,20.933847,1052,824,31,29,2,2,351.965881,283.559906,8,10,255,255,443461976,444641122,132,82,0,0,248097.4897,6912.095,1421927422,1421927443,2990.473357,2616.6605,0.0006929999999999999,0.000556,0.00013700000000000002,0,0,0,0,0,9,6,5,10,8,1,2,1
59.166.0.7,149.171.126.3,21.034044,1052,824,31,29,2,2,350.289276,282.209167,8,10,255,255,323467630,324540409,132,82,0,0,250267.8169,6609.496999999999,1421927422,1421927443,3004.773286,2337.05375,0.0007030000000000001,0.000557,0.000146,0,0,0,0,0,4,4,6,9,4,1,4,1
59.166.0.0,149.171.126.5,26.464136,1052,824,31,29,2,2,278.41452000000004,224.303558,8,10,255,255,3523815211,1379612468,132,82,0,0,314972.088,8315.2745,1421927417,1421927443,3780.422857,2940.39425,0.000718,0.0005809999999999999,0.00013700000000000002,0,0,0,0,0,6,4,10,7,6,1,2,1
59.166.0.4,149.171.126.1,26.295465000000004,1052,824,31,29,2,2,280.200409,225.74233999999998,8,10,255,255,3583814558,1439513866,132,82,0,0,313621.1946,8255.1415,1421927417,1421927443,3756.384,2921.651,0.000759,0.000594,0.000165,0,0,0,0,0,5,2,3,8,5,1,1,1
59.166.0.1,149.171.126.5,28.563492,1052,824,31,29,2,2,257.95166,207.817734,8,10,255,255,2268009183,119520435,132,82,0,0,339798.1576,8942.775,1421927415,1421927443,4080.4331429999997,3173.656,0.000712,0.00058,0.000132,0,0,0,0,0,7,4,10,8,6,1,3,1
59.166.0.7,149.171.126.3,28.305146999999998,1052,824,31,29,2,2,260.306,209.714508,8,10,255,255,2448011958,299570376,132,82,0,0,336356.8547,8893.134,1421927415,1421927443,4043.4240000000004,3144.95225,0.000731,0.000571,0.00016,0,0,0,0,0,4,4,6,9,4,1,4,1
59.166.0.1,149.171.126.0,27.092768,1052,824,31,29,2,2,271.954498,219.09906,8,10,255,255,958428266,959471661,132,82,1,3924,322899.4759,8505.957,1421927416,1421927443,3870.3162859999998,3010.2459999999996,0.000665,0.000544,0.000121,0,0,2,0,0,7,8,16,8,6,2,2,1
59.166.0.2,149.171.126.0,0.051073,1540,1644,31,29,4,4,226186.0469,243259.6563,16,18,255,255,313533850,78997356,96,91,0,0,230.726802,6.081713,1421927443,1421927443,3.3810000000000002,2.927059,0.0020039999999999997,0.001312,0.000692,0,0,0,0,0,9,12,16,7,5,1,5,1
59.166.0.2,149.171.126.0,0.028475,1540,1644,31,29,4,4,405689.2188,436312.5625,16,18,255,255,2458915492,80826598,96,91,0,0,122.07295800000001,3.3360819999999998,1421927443,1421927443,1.8683330000000002,1.605882,0.00201,0.00117,0.00084,0,0,0,0,0,9,12,16,7,5,1,5,1
59.166.0.3,149.171.126.7,0.019337,320,1826,31,29,1,2,110461.8047,661116.0,6,8,255,255,455979746,55378675,53,228,0,0,191.721216,2.690632,1421927443,1421927443,3.7888,1.455571,0.010984,0.00914,0.0018440000000000002,0,0,0,0,0,2,1,4,10,2,1,2,1
59.166.0.4,149.171.126.4,0.001115,132,164,31,29,0,0,473542.5938,588340.8125,2,2,0,0,0,0,66,82,0,0,0.0,0.0,1421927443,1421927443,0.011000000000000001,0.009000000000000001,0.0,0.0,0.0,0,0,0,0,0,1,1,5,8,1,1,1,1
59.166.0.9,149.171.126.7,3.575787,1052,824,31,29,2,2,2060.525391,1660.054077,8,10,255,255,146043432,2296747079,132,82,0,0,39793.09915,1121.16125,1421927440,1421927443,510.654875,397.249437,0.000683,0.000534,0.000149,0,0,0,0,0,3,3,4,6,2,1,1,1
59.166.0.2,149.171.126.2,7.790827,1052,824,31,29,2,2,945.7276,761.921692,8,10,255,255,1921009818,1922096074,132,82,0,0,90117.16308,2443.36325,1421927436,1421927443,1112.860679,865.5906869999999,0.000648,0.0005059999999999999,0.00014199999999999998,0,0,0,0,0,2,10,7,7,2,1,1,1
59.166.0.6,149.171.126.6,7.260025,1052,824,31,29,2,2,1014.872559,817.6280519999999,8,10,255,255,73526959,74660910,132,82,0,0,84177.25563,2279.2045,1421927436,1421927443,1037.088571,806.607687,0.0007059999999999999,0.000549,0.000157,0,0,0,0,0,5,6,7,4,4,1,1,1
59.166.0.1,149.171.126.6,11.131927000000001,1052,824,31,29,2,2,661.880066,533.241028,8,10,255,255,1968494070,1969579249,132,82,0,0,131736.2045,3496.849,1421927432,1421927443,1590.107107,1236.82175,0.000664,0.000526,0.000138,0,0,0,0,0,7,6,7,8,6,1,1,1
59.166.0.4,149.171.126.9,14.398532999999999,1052,824,31,29,2,2,511.718811,412.264221,8,10,255,255,4285558346,4282546346,132,82,0,0,171479.3301,4516.8105,1421927429,1421927443,2056.804786,1599.7765,0.000682,0.00054,0.00014199999999999998,0,0,0,0,0,5,4,3,8,5,1,1,1
59.166.0.6,149.171.126.2,20.481709,1052,824,31,29,2,2,359.73562599999997,289.81958,8,10,255,255,2768847448,624496421,132,82,0,0,244019.1504,6428.6545,1421927423,1421927443,2925.856786,2275.685,0.000679,0.000535,0.000144,0,0,0,0,0,5,10,7,4,4,1,1,1
59.166.0.8,149.171.126.8,20.632901999999998,1052,824,31,29,2,2,357.09954799999997,287.695831,8,10,255,255,563462364,564587033,132,82,0,0,245248.7681,6483.0755,1421927423,1421927443,2947.409643,2292.48175,0.000698,0.000559,0.000139,0,0,0,0,0,4,6,5,3,3,1,1,1
59.166.0.7,149.171.126.4,26.933259999999997,1052,824,31,29,2,2,273.565094,220.396637,8,10,255,255,3228011419,1079478935,132,82,0,0,321056.4199,8462.687,1421927416,1421927443,3847.441143,2992.5195,0.000722,0.0005780000000000001,0.000144,0,0,0,0,0,4,4,5,9,4,1,1,1
59.166.0.2,149.171.126.0,0.10101,1540,1644,31,29,4,4,114364.9141,122997.7188,16,18,255,255,2458918477,2220550637,96,91,0,0,463.578425,5.557956,1421927443,1421927443,6.595867,2.929,0.051992,0.051215,0.0007769999999999999,0,0,0,0,0,9,12,16,7,5,1,5,1
59.166.0.3,149.171.126.0,0.011614,1052,824,31,29,2,2,634406.75,511107.25,8,10,255,255,2368139688,230578200,132,82,1,83,92.267054,1.533893,1421927443,1421927443,1.604429,0.702778,0.0069299999999999995,0.005287,0.001643,0,0,1,0,0,9,8,16,10,8,1,1,1
59.166.0.3,149.171.126.1,0.287141,320,1826,31,29,1,2,7438.854004000001,44521.68359,6,8,255,255,901011992,65021526,53,228,0,0,3915.17404,67.694703,1421927443,1421927443,57.2046,39.710285,0.009295999999999999,0.009164,0.000132,0,0,0,0,0,2,1,3,10,2,1,1,1
59.166.0.4,149.171.126.6,0.087352,1540,1644,31,29,4,4,132246.5469,142229.1406,16,18,255,255,2266402485,166199026,96,91,0,0,377.332445,11.363838000000001,1421927443,1421927443,5.7988,5.088294,0.0009400000000000001,0.0008470000000000001,9.300000000000001e-05,0,0,0,0,0,3,5,7,8,2,1,3,1
59.166.0.7,149.171.126.5,0.039965,1540,1644,31,29,4,4,289052.9063,310872.0,16,18,255,255,3431435012,71569619,96,91,0,0,167.703738,4.263117,1421927443,1421927443,2.6425330000000002,2.4658130000000003,0.001336,0.000508,0.000828,0,0,0,0,0,8,8,10,9,4,1,4,1
59.166.0.9,149.171.126.0,0.060673000000000005,1540,1644,31,29,4,4,190397.7031,204769.8438,16,18,255,255,4198918789,91004139,96,91,0,0,258.464921,7.9577800000000005,1421927443,1421927443,4.021667,3.537588,0.000991,0.000533,0.000458,0,0,0,0,0,4,12,16,6,4,1,5,1
59.166.0.9,149.171.126.0,2.93372,1052,824,31,29,2,2,2511.487061,2023.3696289999998,8,10,255,255,566044329,567142797,132,82,0,0,31648.13358,920.4445,1421927440,1421927443,419.042,325.901437,0.000758,0.000599,0.00015900000000000002,0,0,0,0,0,3,8,16,6,2,1,5,1
59.166.0.6,149.171.126.8,15.562954999999999,1052,824,31,29,2,2,473.431946,381.418579,8,10,255,255,1475977800,3626662685,132,82,0,0,184501.5881,4858.7395,1421927428,1421927443,2222.989786,1729.152875,0.0007160000000000001,0.0005740000000000001,0.00014199999999999998,0,0,0,0,0,5,6,5,4,4,1,1,1
59.166.0.0,149.171.126.2,16.445951,1034,824,31,29,2,2,440.22991900000005,360.93987999999996,8,10,255,255,3201364282,3206700474,129,82,0,0,192916.2565,5118.1885,1421927427,1421927443,2348.837214,1827.26375,0.00086,0.0005639999999999999,0.000296,0,0,0,0,0,6,10,7,7,6,1,2,1
59.166.0.3,149.171.126.5,16.554028,1052,824,31,29,2,2,445.088074,358.583435,8,10,255,255,3085558866,3086608610,132,82,0,0,195128.4209,5157.865,1421927427,1421927443,2364.7005,1839.2745,0.0007,0.000545,0.000155,0,0,0,0,0,9,4,10,10,8,1,1,1
59.166.0.5,149.171.126.6,24.73114,1052,824,31,29,2,2,297.923981,240.02128599999998,8,10,255,255,2576332646,2581602575,132,82,0,0,290773.3468,7715.995,1421927419,1421927443,3532.862571,2747.84275,0.0007019999999999999,0.000553,0.000149,0,0,0,0,0,6,6,7,4,4,1,2,1
59.166.0.6,149.171.126.9,23.828184,1052,824,31,29,2,2,309.213654,249.11676,8,10,255,255,850945223,851993626,132,82,0,0,282413.1156,7425.7635,1421927419,1421927443,3403.7315,2647.511,0.00074,0.0005809999999999999,0.00015900000000000002,0,0,0,0,0,5,4,3,4,4,1,1,1
59.166.0.1,149.171.126.2,25.450432,1052,824,31,29,2,2,289.503937,233.237686,8,10,255,255,4248010975,2099587526,132,82,0,0,300542.2876,7964.7895,1421927418,1421927443,3635.276857,2827.762,0.0007030000000000001,0.000563,0.00014,0,0,0,0,0,7,10,7,8,6,1,1,1
59.166.0.8,149.171.126.0,24.954138,1052,824,31,29,2,2,295.261658,237.87638900000002,8,10,255,255,2336333338,192049484,132,82,0,0,295585.1203,7780.0345,1421927418,1421927443,3564.727571,2772.62025,0.0006940000000000001,0.00055,0.000144,0,0,0,0,0,4,8,16,3,3,1,1,1
59.166.0.4,149.171.126.7,28.791165999999997,1052,824,31,29,2,2,255.911835,206.17434699999998,8,10,255,255,2203815284,59519425,132,82,0,0,340908.0257,9040.56,1421927415,1421927443,4112.869857,3198.95025,0.0007740000000000001,0.000607,0.000167,0,0,0,0,0,5,3,4,8,5,1,1,1
175.45.176.1,149.171.126.12,0.187885,842,5084,62,252,2,3,32275.0625,194842.5938,10,10,255,255,114736493,263943961,84,508,1,2076,1103.263956,1668.9598019999999,1421927443,1421927443,20.876110999999998,19.461111,0.054717999999999996,0.009946,0.044772,0,1,1,0,0,1,1,1,1,1,1,1,2
59.166.0.6,149.171.126.2,14.31095,1052,824,31,29,2,2,514.850525,414.787262,8,10,255,255,2433881987,2439158866,132,82,0,0,165838.7521,4471.2085,1421927429,1421927444,2044.2575,1590.04825,0.000643,0.0005110000000000001,0.000132,0,0,0,0,0,5,10,9,3,1,1,2,1
59.166.0.0,149.171.126.2,1.125098,1540,1644,31,29,4,4,10267.549809999999,11042.59375,16,18,255,255,3523816466,129757654,96,91,0,0,5090.585803,105.59448400000001,1421927443,1421927444,74.926399,63.818999999999996,0.041885000000000006,0.040171,0.001714,0,0,0,0,0,7,6,9,7,7,1,4,1
59.166.0.0,149.171.126.0,0.664413,1540,1644,31,29,4,4,17386.77734,18699.21289,16,18,255,255,2085915388,2211855958,96,91,0,0,3396.402776,100.667016,1421927443,1421927444,44.271202,39.022352000000005,0.001182,0.001029,0.000153,0,0,0,0,0,7,12,4,7,7,1,3,1
59.166.0.2,149.171.126.1,0.22292800000000002,1540,1644,31,29,4,4,51819.42188,55730.99609,16,18,255,255,3240527207,198525435,96,91,0,0,1266.373544,36.222621000000004,1421927443,1421927444,14.8404,13.048883,0.002089,0.0010960000000000002,0.000993,0,0,0,0,0,9,1,1,4,4,1,1,1
59.166.0.2,149.171.126.8,0.313031,1540,1644,31,29,4,4,36903.69531,39689.36328,16,18,255,255,4183815287,2315177572,96,91,0,0,2357.9106859999997,47.340445,1421927443,1421927444,20.846532999999997,18.335354000000002,0.001704,0.001326,0.00037799999999999997,0,0,0,0,0,9,5,6,4,4,1,3,1
59.166.0.4,149.171.126.9,0.648347,1540,1644,31,29,4,4,17817.61914,19162.57813,16,18,255,255,2203820194,177766216,96,91,0,0,4009.164219,120.805539,1421927443,1421927444,43.200466,38.062059000000005,0.001999,0.001288,0.000711,0,0,0,0,0,3,4,5,1,1,1,1,1
59.166.0.6,149.171.126.7,0.7003560000000001,1540,1644,31,29,4,4,16494.46875,17739.54883,16,18,255,255,2145917356,2273174678,96,91,0,0,3693.4796920000003,123.39518799999999,1421927443,1421927444,46.666668,41.126176,0.0019440000000000002,0.00121,0.000734,0,0,0,0,0,2,1,1,3,2,1,1,1
59.166.0.7,149.171.126.8,0.20608400000000002,1540,1644,31,29,4,4,56054.8125,60286.09766,16,18,255,255,3228017789,238369783,96,91,0,0,1066.311449,42.394664,1421927443,1421927444,13.683333,11.998412,0.0039770000000000005,0.0021100000000000003,0.0018670000000000002,0,0,0,0,0,8,5,6,4,4,1,2,1
59.166.0.9,149.171.126.6,1.8098009999999998,1052,824,31,29,2,2,4071.165771,3279.918701,8,10,255,255,3491429584,1347192447,132,82,0,0,17065.442430000003,542.863313,1421927442,1421927444,258.374295,201.02599999999998,0.000708,0.000559,0.000149,0,0,0,0,0,3,6,4,1,1,1,1,1
59.166.0.5,149.171.126.8,9.713099,1052,824,31,29,2,2,758.5632929999999,611.133484,8,10,255,255,961010601,3111709587,132,82,0,0,113952.576,3015.77725,1421927434,1421927444,1387.53425,1079.1725,0.0006929999999999999,0.000542,0.000151,0,0,0,0,0,6,6,6,3,2,1,1,1
59.166.0.0,149.171.126.2,0.425799,1540,1644,31,29,4,4,27130.17188,29178.085939999997,16,18,255,255,433533210,441770616,96,91,0,0,2057.980225,54.963277000000005,1421927444,1421927444,28.223334,24.593059,0.008556999999999999,0.007712,0.0008449999999999999,0,0,0,0,0,7,6,9,7,7,1,4,1
59.166.0.3,149.171.126.2,0.380603,1540,1644,31,29,4,4,30351.83789,32642.93945,16,18,255,255,1741016513,2471666275,96,91,0,0,2054.73136,56.62374200000001,1421927444,1421927444,25.352466,22.323470999999998,0.00197,0.001103,0.000867,0,0,0,0,0,6,6,9,7,6,1,1,1
59.166.0.5,149.171.126.5,0.413293,1540,1644,31,29,4,4,27951.11523,30060.99805,16,18,255,255,1775987912,2465947365,96,91,0,0,1803.9630670000001,64.97431999999999,1421927444,1421927444,27.53,21.483295000000002,0.049020999999999995,0.048076,0.0009449999999999999,0,0,0,0,0,1,8,2,3,1,1,1,1
